hpf,lpf,harmonics,window_s,ema_alpha,accuracy,L_accuracy,R_accuracy,n_trials,lat_first_p50_ms,lat_first_p95_ms,lat_sus_p50_ms,lat_sus_p95_ms,lat_sus_n
16.0,60.0,1,2.5,0.0,0.5,0.0,1.0,40,247.999906539917,496.0000514984131,233.99996757507324,484.59997177124023,20
8.0,60.0,3,4.0,0.9,0.475,0.95,0.0,40,622.5000619888306,6873.999893665314,608.0000400543213,6195.500063896176,23
12.0,80.0,7,0.5,0.9,0.725,0.8,0.65,40,87.99993991851807,2522.2501277923525,207.99994468688965,5463.100051879884,39
3.0,80.0,10,1.5,0.0,0.75,1.0,0.5,40,292.00005531311035,2633.300018310547,567.9998397827148,3386.2000226974446,35
25.0,45.0,5,0.5,0.5,0.5,1.0,0.0,40,84.0001106262207,4286.199855804443,88.00005912780762,5767.799997329711,33
3.0,60.0,7,4.0,0.7,0.7,0.85,0.55,40,793.9999103546143,4935.7500076293945,793.9999103546143,4313.799941539762,30
16.0,90.0,10,0.5,0.3,0.5,1.0,0.0,40,177.99997329711914,1761.6000890731793,208.00018310546875,5524.999999999996,37
3.0,90.0,10,1.5,0.3,0.65,1.0,0.3,40,267.99988746643066,3390.10009765625,277.9998779296875,3094.7500467300415,36
3.0,90.0,10,4.0,0.3,0.65,1.0,0.3,40,720.9999561309814,5036.40007972717,696.4999437332153,4242.6000595092755,30
3.0,45.0,7,2.5,0.9,0.625,1.0,0.25,40,386.00003719329834,5293.749904632565,378.00002098083496,4581.349968910217,28
3.0,60.0,5,0.5,0.7,0.65,0.9,0.4,40,216.00008010864258,1683.95013809204,440.000057220459,2042.8999423980722,39
16.0,45.0,1,1.5,0.9,0.5,0.0,1.0,40,164.49999809265137,292.2000527381897,164.49999809265137,292.2000527381897,20
12.0,80.0,1,2.5,0.3,0.55,0.15,0.95,40,388.0000114440918,5610.049903392788,384.0000629425049,2912.000036239623,25
3.0,60.0,1,2.5,0.5,0.625,0.95,0.3,40,487.99991607666016,3943.799996376041,452.0001411437988,3116.9999599456783,33
3.0,80.0,7,2.5,0.5,0.725,0.95,0.5,40,466.0000801086426,3609.350049495697,577.9999494552612,3348.650085926055,34
16.0,30.0,7,1.0,0.3,0.8,1.0,0.6,40,174.50010776519775,1159.0001821517942,366.00005626678467,2549.999976158137,40
8.0,80.0,3,1.0,0.9,0.525,1.0,0.05,40,144.00005340576172,5245.400011539458,129.99999523162842,5305.000007152557,26
3.0,45.0,7,1.5,0.0,0.7,1.0,0.4,40,267.99988746643066,1975.0000953674319,971.9998836517334,3656.9999694824132,35
8.0,45.0,1,1.0,0.0,0.65,1.0,0.3,40,191.9999122619629,2050.999867916107,452.0001411437988,2121.500062942505,35
12.0,45.0,1,4.0,0.0,0.55,0.15,0.95,40,654.9999713897705,4911.600112915038,652.9998779296875,5619.300055503844,27
12.0,90.0,5,0.5,0.9,0.675,0.75,0.6,40,84.0001106262207,2082.1999073028564,90.00003337860107,2084.799909591675,38
16.0,30.0,7,1.5,0.0,0.825,1.0,0.65,40,261.99984550476074,1545.4500913619963,554.4999837875366,2464.9499416351314,38
16.0,30.0,3,4.0,0.5,0.725,0.95,0.5,40,730.4999828338623,3879.9998521804796,720.9999561309814,3909.0000629425035,33
8.0,90.0,3,1.5,0.9,0.575,1.0,0.15,40,185.99998950958252,5750.550103187558,184.00001525878906,4653.300142288208,27
3.0,30.0,5,0.5,0.0,0.5,1.0,0.0,40,162.00006008148193,1788.4501814842176,462.0000123977661,4345.550012588499,38
3.0,80.0,3,4.0,0.0,0.7,1.0,0.4,40,716.0000801086426,4859.60006713867,730.4999828338623,4803.600001335144,32
16.0,60.0,10,2.5,0.7,0.8,0.9,0.7,40,577.9999494552612,3426.399958133697,702.0000219345093,3351.999819278717,36
16.0,80.0,5,4.0,0.0,0.725,0.9,0.55,40,865.9999370574951,3088.200163841245,1517.0001983642578,3754.2001247406006,29
8.0,90.0,5,4.0,0.3,0.65,1.0,0.3,40,790.0000810623169,4798.800015449523,716.0000801086426,4412.000083923337,29
3.0,45.0,7,4.0,0.7,0.65,1.0,0.3,40,671.9999313354492,4837.599945068359,654.0000438690186,4752.750039100647,30
3.0,45.0,5,1.5,0.3,0.7,1.0,0.4,40,255.99980354309082,2272.9000568389893,723.9999771118164,3522.50009775161,34
8.0,80.0,10,4.0,0.7,0.575,1.0,0.15,40,622.5000619888306,4752.599954605102,622.5000619888306,4632.450008392333,28
3.0,90.0,1,2.5,0.7,0.675,1.0,0.35,40,480.0000190734863,3843.000054359434,420.0000762939453,3564.550042152405,32
16.0,90.0,5,4.0,0.3,0.7,0.95,0.45,40,676.0001182556152,4141.950047016143,718.500018119812,3894.800066947937,32
3.0,30.0,5,1.0,0.5,0.625,1.0,0.25,40,195.9998607635498,4214.700126647951,191.9999122619629,3304.5500397682167,34
8.0,90.0,10,1.5,0.7,0.625,1.0,0.25,40,245.99993228912354,3185.2000594139085,216.00008010864258,4470.999956130981,31
25.0,45.0,5,1.0,0.0,0.5,1.0,0.0,40,182.0000410079956,1446.0001349449149,180.00006675720215,1944.19994354248,29
12.0,45.0,10,0.5,0.7,0.85,1.0,0.7,40,138.0000114440918,1329.0499806404105,289.99996185302734,1458.2501292228696,40
8.0,60.0,5,1.0,0.3,0.55,1.0,0.1,40,195.9998607635498,3938.999843597413,315.99998474121094,3526.699972152709,35
8.0,90.0,7,1.5,0.7,0.625,1.0,0.25,40,267.99988746643066,3066.6000843048087,236.00006103515625,4320.999979972839,31
8.0,45.0,3,4.0,0.0,0.725,1.0,0.45,40,730.4999828338623,4798.750042915344,676.0001182556152,4215.600085258482,30
3.0,80.0,3,1.5,0.3,0.725,1.0,0.45,40,407.99999237060547,2811.3000392913846,709.0001106262207,2208.800172805784,37
8.0,90.0,3,1.0,0.9,0.525,1.0,0.05,40,151.99995040893555,4985.799968242643,151.99995040893555,4985.799968242643,30
16.0,60.0,1,4.0,0.7,0.5,0.0,1.0,40,445.99997997283936,781.7501306533813,445.99997997283936,781.7501306533813,20
8.0,90.0,1,1.0,0.5,0.65,1.0,0.3,40,180.00006675720215,3042.799997329696,184.00001525878906,2430.699968338011,35
16.0,30.0,10,1.0,0.7,0.775,1.0,0.55,40,191.9999122619629,2949.9998331069896,191.9999122619629,2320.2000260353075,38
8.0,60.0,1,1.5,0.3,0.675,1.0,0.35,40,285.9998941421509,3413.5999798774683,350.0000238418579,3049.750030040741,36
25.0,60.0,10,0.5,0.9,0.6,1.0,0.2,40,76.00009441375732,3575.0001192092886,87.99982070922852,4093.8000202178955,37
8.0,45.0,1,1.0,0.7,0.65,1.0,0.3,40,187.99996376037598,3660.7999801635738,174.00002479553223,3085.2000951766954,34
16.0,60.0,5,2.5,0.9,0.6,0.9,0.3,40,667.9999828338623,6377.199888229368,541.9999361038208,5445.250034332274,30
3.0,80.0,10,1.5,0.9,0.625,0.95,0.3,40,226.0000705718994,5277.25007534027,236.00006103515625,5311.500072479248,31
25.0,90.0,1,4.0,0.0,0.575,0.3,0.85,40,818.000078201294,4476.150131225585,871.999979019165,5305.500006675719,23
8.0,45.0,3,1.5,0.7,0.7,1.0,0.4,40,245.99993228912354,2706.2000036239624,255.99980354309082,3867.0000076293923,33
3.0,80.0,10,2.5,0.9,0.575,0.95,0.2,40,466.0000801086426,5444.24991607666,466.0000801086426,4934.399962425231,30
8.0,60.0,5,2.5,0.9,0.575,1.0,0.15,40,384.0000629425049,6315.199995040891,356.00006580352783,4886.99996471405,26
25.0,80.0,10,0.5,0.3,0.5,1.0,0.0,40,90.00003337860107,1346.7499971389761,322.00002670288086,6192.250072956085,36
12.0,30.0,1,1.0,0.0,0.5,0.0,1.0,40,187.99996376037598,2435.700082778932,196.0000991821289,3380.500078201294,31
8.0,80.0,10,1.0,0.9,0.525,1.0,0.05,40,151.99995040893555,5208.750069141386,148.00000190734863,4808.600091934203,29
25.0,80.0,7,1.5,0.5,0.575,1.0,0.15,40,236.00006103515625,3581.4000844955444,669.9999570846558,5721.850109100341,32
12.0,45.0,5,2.5,0.3,0.875,0.9,0.85,40,485.9999418258667,2723.4500527381883,753.9999485015869,3822.2499608993508,40
12.0,30.0,10,0.5,0.9,0.8,0.95,0.65,40,106.00006580352783,2067.0499920845023,256.0000419616699,2067.0499920845023,40
12.0,80.0,10,2.5,0.5,0.8,0.85,0.75,40,485.9999418258667,2669.6001410484314,547.9999780654907,3313.7998580932613,38
25.0,90.0,7,0.5,0.7,0.525,1.0,0.05,40,85.99996566772461,4059.2000365257263,95.99995613098145,3342.5998687744122,33
16.0,60.0,3,4.0,0.9,0.425,0.65,0.2,40,2617.000102996826,5437.5,1684.000015258789,5361.899995803832,23
25.0,90.0,10,1.0,0.0,0.5,1.0,0.0,40,201.99990272521973,2408.200073242187,608.0000400543213,6390.799951553345,33
12.0,60.0,1,1.5,0.3,0.5,0.0,1.0,40,292.00005531311035,4454.299998283385,253.9999485015869,2392.0500874519325,24
12.0,30.0,1,0.5,0.9,0.5,0.0,1.0,40,59.999942779541016,95.99995613098145,59.999942779541016,95.99995613098145,21
8.0,60.0,10,4.0,0.3,0.7,1.0,0.4,40,718.500018119812,4414.750027656554,676.0001182556152,4365.750086307523,30
25.0,45.0,1,1.0,0.9,0.525,0.15,0.9,40,180.00006675720215,4089.8000240325923,168.50006580352783,3625.800049304961,28
8.0,60.0,3,1.0,0.5,0.575,1.0,0.15,40,184.00001525878906,4282.800149917594,187.99996376037598,3312.5999927520725,35
8.0,90.0,7,1.0,0.0,0.6,1.0,0.2,40,180.00006675720215,2112.500047683716,426.00011825561523,3378.650057315826,34
3.0,80.0,1,1.0,0.3,0.675,1.0,0.35,40,187.99996376037598,2277.0001173019427,748.0001449584961,3447.399902343746,37
3.0,30.0,5,4.0,0.0,0.7,1.0,0.4,40,671.9999313354492,4795.400047302245,716.0000801086426,3901.0000228881836,31
12.0,90.0,7,1.5,0.0,0.8,0.75,0.85,40,297.9999780654907,1284.5999598503108,888.0000114440918,3259.400129318233,37
16.0,45.0,1,1.5,0.0,0.5,0.0,1.0,40,218.50013732910156,3078.4000992774963,164.49999809265137,292.2000527381897,20
16.0,30.0,7,0.5,0.0,0.525,1.0,0.05,40,113.99996280670166,863.3501052856442,591.999888420105,3220.2000498771645,40
8.0,60.0,10,1.0,0.9,0.575,1.0,0.15,40,155.99989891052246,4855.999946594238,151.99995040893555,4895.79994678497,30
25.0,45.0,10,0.5,0.3,0.5,1.0,0.0,40,92.00000762939453,1405.3999066352837,238.0000352859497,4863.0000948905945,36
25.0,45.0,5,1.5,0.7,0.5,1.0,0.0,40,354.0000915527344,4968.400061130523,287.99986839294434,3778.6000728607123,29
8.0,60.0,10,1.5,0.7,0.65,1.0,0.3,40,245.99993228912354,2928.1998753547664,245.99993228912354,2920.350050926208,32
25.0,80.0,5,1.0,0.3,0.7,0.95,0.45,40,185.99998950958252,1396.9999194145203,447.9999542236328,3587.4000549316406,37
8.0,45.0,3,1.0,0.5,0.675,1.0,0.35,40,195.9998607635498,3030.399894714352,755.9998035430908,2595.000028610226,35
16.0,45.0,10,2.5,0.3,0.75,1.0,0.5,40,483.99996757507324,2802.200078964234,1216.0000801086426,3953.000020980829,37
3.0,30.0,3,2.5,0.3,0.675,1.0,0.35,40,480.0000190734863,4754.799890518178,452.0001411437988,3158.500075340271,31
8.0,90.0,1,1.0,0.3,0.625,1.0,0.25,40,182.0000410079956,2658.5000514984076,195.9998607635498,2364.2001152038556,35
8.0,90.0,1,4.0,0.0,0.725,0.95,0.5,40,720.9999561309814,4218.599891662595,676.0001182556152,3622.050082683563,30
12.0,45.0,1,2.5,0.9,0.5,0.0,1.0,40,247.999906539917,496.0000514984131,233.99996757507324,484.59997177124023,20
8.0,80.0,5,1.0,0.7,0.5,1.0,0.0,40,195.9998607635498,4761.999940872186,180.00006675720215,4248.599958419799,33
12.0,45.0,7,0.5,0.7,0.85,1.0,0.7,40,138.0000114440918,1329.0499806404105,268.0000066757202,1458.2501292228696,40
8.0,45.0,10,2.5,0.7,0.65,1.0,0.3,40,480.0000190734863,3741.7999744415274,388.0000114440918,3357.8000545501704,29
16.0,30.0,10,4.0,0.5,0.725,1.0,0.45,40,720.9999561309814,3709.000062942501,730.4999828338623,3859.0000629425026,34
16.0,80.0,7,4.0,0.7,0.7,0.9,0.5,40,740.0000095367432,4173.000049591063,740.0000095367432,3943.000078201294,31
12.0,30.0,7,1.0,0.3,0.85,0.9,0.8,40,185.99998950958252,1115.60010910034,468.00005435943604,1794.3501234054556,40
25.0,45.0,1,2.5,0.7,0.475,0.05,0.9,40,386.00003719329834,4534.999895095825,388.0000114440918,4558.999872207642,28
3.0,30.0,10,2.5,0.5,0.725,1.0,0.45,40,483.99996757507324,3219.0000414848328,388.0000114440918,3158.500075340271,31
12.0,45.0,1,0.5,0.5,0.5,0.0,1.0,40,88.00005912780762,4627.000033855438,79.99992370605469,2560.2500438690186,26
16.0,80.0,7,1.5,0.9,0.675,1.0,0.35,40,251.99997425079346,5300.000011920929,236.00006103515625,4204.90000247955,35
16.0,90.0,5,0.5,0.3,0.525,1.0,0.05,40,98.00004959106445,2014.6499752998332,259.99999046325684,4125.799965858461,39
8.0,60.0,10,4.0,0.7,0.575,0.95,0.2,40,636.0001564025879,4518.400001525878,622.5000619888306,4376.249969005584,28
12.0,90.0,7,4.0,0.3,0.825,0.85,0.8,40,716.0000801086426,4081.000018119813,884.0000629425049,3656.6000938415514,35
8.0,90.0,1,2.5,0.5,0.725,1.0,0.45,40,483.99996757507324,3221.7999815940852,452.0001411437988,2865.000009536743,31
3.0,60.0,10,0.5,0.9,0.65,0.95,0.35,40,284.0001583099365,4502.699851989748,200.00016689300537,2299.000144004822,36
8.0,80.0,1,1.0,0.0,0.55,1.0,0.1,40,185.99998950958252,2050.999867916107,195.9998607635498,3192.5999641418443,35
12.0,30.0,5,4.0,0.0,0.9,0.95,0.85,40,614.4999265670776,3240.3999924659693,828.9999961853027,3077.800035476684,33
8.0,80.0,7,4.0,0.9,0.5,1.0,0.0,40,608.5000038146973,6897.999942302704,597.9999303817749,3989.150035381316,22
12.0,90.0,3,1.0,0.9,0.75,0.55,0.95,40,184.00001525878906,2633.800029754633,548.0000972747803,2633.800029754633,37
25.0,60.0,3,1.0,0.5,0.6,0.3,0.9,40,144.5000171661377,1588.3501172065708,785.9998941421509,4771.200108528136,38
16.0,30.0,10,1.0,0.0,0.8,1.0,0.6,40,161.99994087219238,1032.1500420570371,519.9999809265137,2349.9999284744213,40
25.0,60.0,5,1.5,0.5,0.575,0.95,0.2,40,289.99996185302734,3963.600015640258,593.9998626708984,4603.000164031982,36
8.0,80.0,10,1.0,0.3,0.55,1.0,0.1,40,195.9998607635498,3329.0999412536657,195.9998607635498,4723.399972915644,37
16.0,60.0,1,1.5,0.5,0.5,0.0,1.0,40,164.49999809265137,292.2000527381897,164.49999809265137,292.2000527381897,20
8.0,30.0,7,4.0,0.3,0.675,1.0,0.35,40,654.0000438690186,4604.550063610076,671.9999313354492,4183.000087738037,31
12.0,90.0,3,1.0,0.7,0.725,0.55,0.9,40,258.0000162124634,2019.4499254226669,562.000036239624,2777.6500821113573,38
25.0,80.0,5,4.0,0.9,0.5,0.9,0.1,40,608.0000400543213,5560.200023651123,599.9999046325684,2167.9999828338623,21
16.0,30.0,1,1.0,0.7,0.5,0.0,1.0,40,88.00005912780762,184.60001945495608,88.00005912780762,184.60001945495608,20
12.0,45.0,10,1.0,0.7,0.875,0.95,0.8,40,174.50010776519775,2000.7999539375292,437.999963760376,2014.3499493598918,40
12.0,90.0,3,0.5,0.0,0.75,0.55,0.95,40,154.0001630783081,717.2000765800476,540.5000448226929,2369.249951839446,40
3.0,80.0,5,1.0,0.5,0.825,1.0,0.65,40,187.99996376037598,2407.000017166141,548.0000972747803,2612.2000217437735,37
16.0,45.0,1,1.0,0.5,0.5,0.0,1.0,40,92.00000762939453,196.0000991821289,88.00005912780762,184.60001945495608,20
16.0,90.0,1,1.0,0.7,0.5,0.0,1.0,40,88.00005912780762,184.60001945495608,88.00005912780762,184.60001945495608,20
3.0,30.0,5,0.5,0.3,0.5,1.0,0.0,40,383.99994373321533,2638.799881935115,245.99993228912354,4200.250089168549,36
12.0,45.0,1,4.0,0.5,0.6,0.2,1.0,40,601.9999980926514,5510.999941825866,564.0000104904175,3525.0000953674316,26
25.0,60.0,1,1.0,0.9,0.525,0.05,1.0,40,108.00004005432129,4457.499980926514,108.00004005432129,3170.4000949859587,25
3.0,60.0,3,1.0,0.5,0.75,1.0,0.5,40,196.0000991821289,2450.200104713443,475.99995136260986,2293.800044059753,38
12.0,60.0,1,2.5,0.5,0.55,0.1,1.0,40,368.0000305175781,4137.8000140190115,368.0000305175781,2936.2000703811646,24
25.0,90.0,3,2.5,0.5,0.625,0.3,0.95,40,674.0000247955322,3478.550028800962,674.0000247955322,4772.600042819974,30
16.0,60.0,5,1.0,0.5,0.775,1.0,0.55,40,151.99995040893555,2381.2000393867493,196.0000991821289,2654.0000200271606,39
12.0,45.0,3,4.0,0.5,0.825,0.8,0.85,40,696.4999437332153,5703.050124645232,696.4999437332153,3285.2500200271597,32
3.0,45.0,3,2.5,0.7,0.75,1.0,0.5,40,452.0001411437988,4828.899931907648,420.0000762939453,3297.4500417709346,32
25.0,80.0,3,1.0,0.3,0.575,0.15,1.0,40,390.0001049041748,2038.850009441372,796.0000038146973,4217.00015068054,37
8.0,90.0,10,1.5,0.0,0.65,1.0,0.3,40,283.9999198913574,2414.8501276969905,287.99986839294434,5481.199932098387,35
3.0,80.0,3,2.5,0.5,0.725,1.0,0.45,40,422.00005054473877,3234.850132465362,480.0000190734863,3085.0000858306885,33
8.0,60.0,10,2.5,0.9,0.575,1.0,0.15,40,384.0000629425049,5896.3999271392795,371.99997901916504,5085.299968719482,27
3.0,60.0,5,1.5,0.3,0.8,0.95,0.65,40,283.9999198913574,1644.9999809265141,955.9999704360962,2282.7501177787763,38
8.0,45.0,5,1.5,0.5,0.675,1.0,0.35,40,277.9998779296875,3015.8000111579886,255.99980354309082,3113.8000011444083,33
12.0,60.0,10,4.0,0.9,0.6,0.5,0.7,40,1891.9999599456787,5034.600067138671,2052.000045776367,5151.400041580198,29
12.0,60.0,3,1.5,0.5,0.85,0.7,1.0,40,289.99996185302734,2360.5999469757076,709.0001106262207,3749.4000196456914,39
12.0,30.0,3,0.5,0.5,0.925,0.95,0.9,40,116.00005626678467,735.3500843048092,351.9998788833618,1586.5499019622798,40
3.0,30.0,10,1.0,0.0,0.625,1.0,0.25,40,174.00002479553223,2402.550077438354,603.9999723434448,2918.650102615355,34
25.0,45.0,3,4.0,0.9,0.35,0.2,0.5,40,652.9998779296875,4868.699908256531,633.0000162124634,4908.449912071228,20
12.0,30.0,1,4.0,0.9,0.525,0.05,1.0,40,508.00013542175293,2167.9999828338623,445.99997997283936,865.4500007629405,20
8.0,30.0,3,4.0,0.0,0.725,1.0,0.45,40,694.0000057220459,4798.750042915344,694.0000057220459,3950.2000451087947,32
25.0,80.0,7,4.0,0.5,0.6,0.95,0.25,40,644.5000171661377,4503.600025176998,676.0001182556152,2892.7499651908875,26
8.0,30.0,5,1.5,0.5,0.675,1.0,0.35,40,255.99980354309082,3463.799977302553,267.99988746643066,4198.899936676023,35
12.0,60.0,1,1.5,0.0,0.5,0.0,1.0,40,296.00000381469727,4432.200002670287,256.0000419616699,2748.2001781463614,25
8.0,80.0,3,4.0,0.9,0.5,1.0,0.0,40,608.5000038146973,6897.999942302704,597.9999303817749,3989.150035381316,22
16.0,90.0,7,4.0,0.0,0.7,0.95,0.45,40,718.500018119812,4056.4000368118272,1115.9999370574951,4405.500054359436,31
8.0,60.0,1,2.5,0.5,0.7,0.95,0.45,40,604.0000915527344,3371.7999815940843,452.0001411437988,3032.5000286102295,31
16.0,80.0,5,1.5,0.0,0.825,1.0,0.65,40,320.5000162124634,1828.8499236106848,861.9998693466187,4319.55004930496,38
3.0,80.0,7,2.5,0.7,0.725,0.95,0.5,40,452.0001411437988,4282.6001167297345,466.0000801086426,3786.150062084197,34
16.0,30.0,5,1.5,0.9,0.625,0.95,0.3,40,236.00006103515625,3513.80009651184,216.00008010864258,5055.500030517578,31
3.0,90.0,1,2.5,0.5,0.65,0.95,0.35,40,577.9999494552612,6211.800158023832,480.0000190734863,3344.600105285644,33
25.0,60.0,3,0.5,0.3,0.525,0.2,0.85,40,184.00001525878906,956.7998528480529,506.0000419616699,2571.150004863739,38
3.0,90.0,10,4.0,0.9,0.5,1.0,0.0,40,608.9999675750732,6028.40013504028,599.9999046325684,3273.0000019073486,21
3.0,30.0,7,1.0,0.7,0.625,1.0,0.25,40,187.99996376037598,3174.6000289916933,191.9999122619629,3634.5501184463483,34
8.0,45.0,5,2.5,0.3,0.675,1.0,0.35,40,604.0000915527344,4084.399843215939,420.0000762939453,2879.600048065185,30
25.0,90.0,7,2.5,0.9,0.525,1.0,0.05,40,308.0000877380371,5141.0000920295715,262.00008392333984,2950.250089168545,24
3.0,45.0,1,0.5,0.5,0.625,1.0,0.25,40,259.99999046325684,1937.9501342773433,283.9999198913574,2336.200141906741,39
3.0,45.0,3,1.5,0.9,0.65,1.0,0.3,40,187.99996376037598,4537.799882888792,202.00002193450928,4850.400006771085,30
25.0,60.0,1,1.0,0.0,0.525,0.05,1.0,40,271.9998359680176,1601.7001152038602,818.4999227523804,4802.350080013273,34
8.0,60.0,3,2.5,0.7,0.675,1.0,0.35,40,466.0000801086426,3355.8000087738033,420.0000762939453,3374.200010299682,30
12.0,45.0,5,1.0,0.7,0.875,0.95,0.8,40,174.50010776519775,2000.7999539375292,437.999963760376,2014.3499493598918,40
3.0,45.0,7,1.5,0.7,0.65,1.0,0.3,40,267.99988746643066,2909.799838066102,245.99993228912354,3836.149990558617,34
25.0,80.0,5,4.0,0.3,0.625,0.95,0.3,40,671.9999313354492,4729.800033569333,740.0000095367432,3961.3999605178824,27
25.0,80.0,5,2.5,0.0,0.625,1.0,0.25,40,422.00005054473877,3066.8000459671002,772.4999189376831,3647.7500557899466,30
16.0,30.0,5,0.5,0.3,0.5,1.0,0.0,40,195.99997997283936,863.3501052856442,324.00012016296387,3191.200041770934,40
25.0,60.0,3,1.5,0.0,0.675,0.45,0.9,40,332.0000171661377,2254.55000400543,1062.5001192092896,4727.999985218048,36
8.0,80.0,3,1.0,0.7,0.525,1.0,0.05,40,182.0000410079956,4196.249961853027,167.9999828338623,4248.599958419799,33
12.0,80.0,10,0.5,0.3,0.725,0.9,0.55,40,164.0000343322754,582.4501514434813,389.9998664855957,1248.0000734329205,40
25.0,90.0,7,2.5,0.7,0.55,1.0,0.1,40,418.00010204315186,4934.399962425231,418.00010204315186,5646.549868583678,30
16.0,80.0,7,4.0,0.0,0.775,0.9,0.65,40,730.4999828338623,3918.449914455411,812.000036239624,3742.6501393318176,32
12.0,45.0,1,1.0,0.5,0.5,0.0,1.0,40,180.00006675720215,3562.999963760376,178.0000925064087,3595.999932289123,28
12.0,30.0,7,1.5,0.7,0.9,0.9,0.9,40,226.0000705718994,2384.3500375747676,285.9998941421509,2694.04990673065,40
12.0,90.0,10,1.5,0.5,0.875,0.95,0.8,40,294.0000295639038,2085.8000874519344,854.4999361038208,3052.799904346466,38
8.0,45.0,10,2.5,0.3,0.675,1.0,0.35,40,667.9999828338623,3972.5998401641878,466.0000801086426,3671.4499473571777,32
12.0,30.0,7,2.5,0.0,0.85,0.85,0.85,40,614.5000457763672,2238.6500835418688,1083.0000638961792,4432.100033760071,38
25.0,45.0,1,1.5,0.7,0.55,0.2,0.9,40,283.9999198913574,3688.999891281126,440.000057220459,3774.999976158142,31
8.0,80.0,5,2.5,0.0,0.7,1.0,0.4,40,638.0000114440918,3173.0001330375667,547.9999780654907,3024.9500274658203,32
16.0,90.0,5,1.0,0.5,0.625,0.95,0.3,40,151.99995040893555,1078.2499790191619,282.49990940093994,4192.7999615669205,40
8.0,30.0,10,2.5,0.9,0.525,1.0,0.05,40,386.00003719329834,5980.80003261566,378.00002098083496,6048.400044441222,28
16.0,30.0,1,2.5,0.3,0.5,0.0,1.0,40,233.99996757507324,484.59997177124023,233.99996757507324,484.59997177124023,20
3.0,90.0,5,1.0,0.0,0.65,0.95,0.35,40,252.000093460083,2911.4499926567078,837.9999399185181,2521.850097179412,38
12.0,90.0,1,1.0,0.0,0.5,0.0,1.0,40,184.00001525878906,2870.350098609924,182.0000410079956,4718.399977684018,28
3.0,60.0,7,2.5,0.7,0.75,0.9,0.6,40,388.0000114440918,3718.200111389161,468.00005435943604,4128.000020980835,36
3.0,30.0,10,1.5,0.3,0.675,1.0,0.35,40,267.99988746643066,4385.100030899051,712.0000123977661,4548.999965190887,36
16.0,80.0,5,1.5,0.3,0.8,1.0,0.6,40,335.9999656677246,2745.799994468685,895.9999084472656,3718.7001466751126,39
12.0,60.0,10,1.5,0.7,0.875,0.8,0.95,40,275.99990367889404,2384.3500375747676,615.9999370574951,3267.0000076293954,39
3.0,30.0,10,1.5,0.0,0.7,1.0,0.4,40,416.0001277923584,4415.4000759124765,971.9998836517334,4740.3999805450385,37
25.0,90.0,3,1.5,0.0,0.675,0.35,1.0,40,296.00000381469727,3375.999975204461,552.0000457763672,4105.800056457518,33
25.0,90.0,5,2.5,0.5,0.625,1.0,0.25,40,491.9999837875366,4886.99996471405,577.9999494552612,5272.799932956695,32
16.0,30.0,3,1.5,0.9,0.65,0.95,0.35,40,245.99993228912354,3485.200095176696,236.00006103515625,3513.80009651184,33
25.0,80.0,3,4.0,0.5,0.725,0.5,0.95,40,760.5000734329224,4701.14995241165,828.9999961853027,4081.4000129699702,27
12.0,80.0,3,1.0,0.3,0.8,0.7,0.9,40,223.9999771118164,1393.00011396408,578.0000686645508,1393.00011396408,40
12.0,45.0,1,0.5,0.3,0.5,0.0,1.0,40,92.00000762939453,3235.3999614715567,84.0001106262207,3874.6000289916974,29
12.0,60.0,7,2.5,0.5,0.725,0.6,0.85,40,456.00008964538574,2707.800126075745,491.9999837875366,3639.400064945221,34
3.0,30.0,10,2.5,0.7,0.675,1.0,0.35,40,388.0000114440918,3560.6000423431396,386.00003719329834,3467.7999734878535,30
25.0,60.0,7,1.0,0.5,0.725,0.95,0.5,40,184.00001525878906,1353.2500028610227,738.0000352859497,3827.4000287055947,38
12.0,90.0,3,1.5,0.0,0.8,0.65,0.95,40,250.0,1260.850095748901,709.0001106262207,3445.0000047683698,35
8.0,80.0,10,2.5,0.5,0.65,1.0,0.3,40,487.99991607666016,4402.000045776358,483.99996757507324,3410.5499267578125,32
25.0,80.0,10,4.0,0.0,0.575,0.95,0.2,40,740.0000095367432,4624.400043487548,740.0000095367432,4279.400014877316,25
16.0,30.0,10,4.0,0.9,0.525,1.0,0.05,40,740.0000095367432,5882.59994983673,718.500018119812,4804.199934005737,24
8.0,60.0,3,0.5,0.7,0.5,1.0,0.0,40,245.99993228912354,4736.550045013427,88.00005912780762,3501.000118255614,33
16.0,60.0,10,1.5,0.3,0.85,1.0,0.7,40,226.0000705718994,2596.999883651731,895.9999084472656,3071.2998867034917,39
16.0,60.0,7,0.5,0.9,0.65,1.0,0.3,40,82.0000171661377,4327.400016784667,84.0001106262207,5999.399948120117,37
12.0,80.0,7,2.5,0.3,0.8,0.8,0.8,40,491.9999837875366,2239.250075817107,872.499942779541,3689.999997615814,36
12.0,60.0,7,4.0,0.5,0.775,0.7,0.85,40,657.0000648498535,3365.3000831604018,694.0000057220459,3615.5500769615164,32
8.0,90.0,7,4.0,0.7,0.575,1.0,0.15,40,676.0001182556152,5192.600059509275,622.5000619888306,4632.450008392333,28
12.0,45.0,5,2.5,0.0,0.875,0.85,0.9,40,608.0000400543213,2205.4000020027142,1152.0001888275146,3867.499971389772,39
